date,open,high,low,close,volume
2021-06-15 01:17:00,2591.02,2591.09,2589.41,2589.96,415.90034
2021-06-15 01:18:00,2590.1,2591.67,2589.95,2591.14,180.34107
2021-06-15 01:19:00,2590.99,2591.0,2587.04,2587.31,191.57302
2021-06-15 01:20:00,2587.52,2588.77,2586.0,2586.17,249.87712
2021-06-15 01:21:00,2586.22,2588.98,2586.22,2588.07,189.93745
2021-06-15 01:22:00,2588.07,2588.75,2587.4,2588.22,146.74308
2021-06-15 01:23:00,2588.38,2591.42,2588.38,2590.88,305.61531
2021-06-15 01:24:00,2590.78,2590.79,2589.01,2589.71,64.70159
2021-06-15 01:25:00,2589.8,2594.6,2589.8,2594.04,605.28641
2021-06-15 01:26:00,2594.03,2596.0,2593.64,2596.0,331.78887
2021-06-15 01:27:00,2596.14,2596.14,2592.41,2593.18,261.13341
2021-06-15 01:28:00,2592.93,2592.93,2590.88,2591.57,204.66616
2021-06-15 01:29:00,2591.57,2594.0,2591.08,2593.55,208.93446
2021-06-15 01:30:00,2593.39,2593.46,2591.5,2593.32,88.02011
2021-06-15 01:31:00,2593.3,2593.47,2591.09,2591.81,113.04316
2021-06-15 01:32:00,2591.86,2592.59,2590.19,2590.63,284.92015
2021-06-15 01:33:00,2590.39,2590.79,2586.91,2587.7,247.10996
2021-06-15 01:34:00,2587.7,2590.2,2583.33,2584.41,835.06929
2021-06-15 01:35:00,2584.56,2587.13,2584.42,2586.01,442.17452
2021-06-15 01:36:00,2586.0,2587.99,2586.0,2587.32,121.32822
2021-06-15 01:37:00,2587.14,2587.23,2584.96,2584.96,117.37314
2021-06-15 01:38:00,2584.96,2586.47,2584.91,2585.52,233.447
2021-06-15 01:39:00,2585.76,2586.18,2584.88,2585.36,107.0986
2021-06-15 01:40:00,2585.7,2585.73,2584.41,2585.73,197.61972
2021-06-15 01:41:00,2585.9,2586.57,2584.42,2584.7,208.62578
2021-06-15 01:42:00,2584.69,2585.35,2584.01,2584.89,212.19405
2021-06-15 01:43:00,2584.93,2584.93,2581.57,2582.5,581.78664
2021-06-15 01:44:00,2582.5,2585.0,2582.5,2584.25,353.44544
2021-06-15 01:45:00,2584.08,2588.33,2583.37,2588.02,741.28187
2021-06-15 01:46:00,2588.02,2590.5,2587.62,2588.38,707.73098
2021-06-15 01:47:00,2588.38,2588.38,2582.55,2583.77,309.15767
2021-06-15 01:48:00,2583.89,2584.34,2579.6,2581.87,556.77843
2021-06-15 01:49:00,2581.89,2582.61,2580.39,2582.32,178.03464
2021-06-15 01:50:00,2582.32,2584.26,2579.62,2582.22,434.40741
2021-06-15 01:51:00,2582.39,2582.5,2579.51,2579.51,149.5191
2021-06-15 01:52:00,2579.51,2580.7,2577.81,2579.48,628.84605
2021-06-15 01:53:00,2579.46,2580.96,2577.82,2580.54,256.61278
2021-06-15 01:54:00,2580.54,2580.92,2578.0,2578.24,329.32732
2021-06-15 01:55:00,2578.25,2579.15,2576.02,2576.61,706.70676
2021-06-15 01:56:00,2576.6,2578.5,2576.6,2577.89,244.56621
2021-06-15 01:57:00,2577.69,2578.12,2571.21,2571.24,968.97975
2021-06-15 01:58:00,2571.34,2574.38,2571.0,2571.63,612.31229
2021-06-15 01:59:00,2571.63,2572.92,2565.89,2572.71,1558.10559
2021-06-15 02:00:00,2572.71,2574.67,2571.68,2574.14,408.94271
2021-06-15 02:01:00,2574.23,2575.27,2571.42,2572.2,485.77169
2021-06-15 02:02:00,2572.2,2573.83,2571.56,2572.78,579.45932
2021-06-15 02:03:00,2572.79,2575.0,2572.5,2575.0,347.73292
2021-06-15 02:04:00,2575.0,2575.0,2574.47,2574.92,227.90001
2021-06-15 02:05:00,2574.92,2577.35,2574.92,2577.21,371.56113
2021-06-15 02:06:00,2577.2,2578.47,2575.34,2576.43,197.49085
2021-06-15 02:07:00,2576.51,2576.52,2572.0,2572.66,319.73449
2021-06-15 02:08:00,2572.49,2574.05,2572.0,2572.8,300.62311
2021-06-15 02:09:00,2572.81,2575.45,2572.81,2574.39,77.63528
2021-06-15 02:10:00,2574.39,2576.89,2572.59,2575.96,384.88323
2021-06-15 02:11:00,2575.96,2579.62,2575.62,2578.45,313.31885
2021-06-15 02:12:00,2578.45,2578.87,2576.3,2577.54,413.33238
2021-06-15 02:13:00,2577.54,2582.99,2577.43,2582.83,502.13506
2021-06-15 02:14:00,2582.83,2584.26,2581.4,2583.94,583.33445
2021-06-15 02:15:00,2583.66,2584.26,2580.26,2581.11,365.69289
2021-06-15 02:16:00,2581.16,2582.62,2579.34,2579.77,170.09406
2021-06-15 02:17:00,2579.92,2580.89,2578.43,2579.29,94.13952
2021-06-15 02:18:00,2579.3,2581.99,2578.39,2581.92,134.15038
2021-06-15 02:19:00,2581.92,2587.57,2581.88,2586.77,321.89431
2021-06-15 02:20:00,2587.0,2587.16,2584.1,2587.16,233.34934
2021-06-15 02:21:00,2587.15,2590.0,2587.15,2589.0,284.59667
2021-06-15 02:22:00,2588.99,2592.47,2588.96,2590.9,406.31999
2021-06-15 02:23:00,2590.43,2592.36,2590.22,2591.35,245.08033
2021-06-15 02:24:00,2591.25,2594.85,2591.25,2593.46,346.0474
2021-06-15 02:25:00,2593.46,2593.63,2591.0,2592.28,317.43704
2021-06-15 02:26:00,2592.21,2595.75,2592.13,2594.0,333.23013
2021-06-15 02:27:00,2594.36,2595.42,2594.0,2594.92,177.35225
2021-06-15 02:28:00,2594.92,2595.01,2593.21,2593.99,302.6695
2021-06-15 02:29:00,2593.99,2594.0,2592.46,2593.09,224.89292
2021-06-15 02:30:00,2593.09,2593.77,2590.1,2590.1,378.11258
2021-06-15 02:31:00,2590.11,2590.19,2587.12,2587.97,167.348
2021-06-15 02:32:00,2588.06,2588.06,2585.01,2586.71,141.17276
2021-06-15 02:33:00,2586.65,2586.72,2584.24,2584.25,113.69406
2021-06-15 02:34:00,2584.39,2588.33,2584.37,2588.02,107.17236
2021-06-15 02:35:00,2588.06,2588.35,2586.27,2587.93,132.85506
2021-06-15 02:36:00,2587.92,2588.67,2586.8,2588.17,92.66826
2021-06-15 02:37:00,2588.17,2591.61,2588.17,2591.04,111.44837
2021-06-15 02:38:00,2591.41,2592.62,2590.49,2590.95,190.90319
2021-06-15 02:39:00,2590.95,2592.61,2590.25,2591.88,200.2099
2021-06-15 02:40:00,2591.88,2592.01,2588.44,2589.43,128.92991
2021-06-15 02:41:00,2589.44,2589.44,2582.58,2583.94,339.0023
2021-06-15 02:42:00,2583.95,2584.79,2580.0,2580.68,241.16544
2021-06-15 02:43:00,2580.78,2583.31,2580.43,2582.92,167.04266
2021-06-15 02:44:00,2583.05,2586.01,2583.05,2585.24,221.68838
2021-06-15 02:45:00,2585.39,2590.06,2585.28,2590.06,231.9019
2021-06-15 02:46:00,2590.05,2590.05,2585.72,2586.2,245.31524
2021-06-15 02:47:00,2586.21,2588.86,2586.2,2588.55,197.82403
2021-06-15 02:48:00,2588.55,2588.78,2585.42,2585.46,190.85092
2021-06-15 02:49:00,2585.47,2587.0,2585.16,2585.9,186.56118
2021-06-15 02:50:00,2585.79,2587.76,2584.31,2587.76,185.64536
2021-06-15 02:51:00,2587.56,2587.97,2585.88,2587.02,201.49858
2021-06-15 02:52:00,2587.21,2589.53,2586.45,2586.45,182.32525
2021-06-15 02:53:00,2586.46,2586.78,2582.78,2583.71,164.09398
2021-06-15 02:54:00,2583.71,2584.49,2581.37,2581.57,145.91202
2021-06-15 02:55:00,2582.0,2585.88,2581.91,2585.71,138.93006
2021-06-15 02:56:00,2585.7,2588.54,2585.7,2588.48,95.43262
2021-06-15 02:57:00,2588.19,2588.9,2587.32,2588.55,99.92023
2021-06-15 02:58:00,2588.55,2590.0,2588.54,2589.75,180.99353
2021-06-15 02:59:00,2589.75,2589.78,2586.25,2587.78,147.25738
2021-06-15 03:00:00,2587.72,2592.64,2587.72,2592.13,187.37652
2021-06-15 03:01:00,2592.27,2598.0,2592.26,2596.49,457.88392
2021-06-15 03:02:00,2596.7,2600.19,2592.54,2599.2,1710.42127
2021-06-15 03:03:00,2599.2,2599.75,2596.31,2598.97,926.98078
2021-06-15 03:04:00,2598.88,2599.5,2596.31,2596.67,217.51
2021-06-15 03:05:00,2596.85,2598.1,2593.43,2595.07,272.96678
2021-06-15 03:06:00,2594.85,2595.08,2590.0,2590.61,356.01474
2021-06-15 03:07:00,2590.58,2594.33,2590.43,2594.23,178.09603
2021-06-15 03:08:00,2593.98,2594.84,2590.24,2591.82,283.96657
2021-06-15 03:09:00,2591.88,2592.05,2584.95,2586.33,621.10766
2021-06-15 03:10:00,2586.33,2588.93,2585.61,2586.63,212.33033
2021-06-15 03:11:00,2587.02,2588.87,2586.9,2587.84,157.28057
2021-06-15 03:12:00,2587.84,2590.3,2587.84,2589.16,224.62589
2021-06-15 03:13:00,2589.17,2589.17,2586.87,2586.87,84.19985
2021-06-15 03:14:00,2586.65,2586.65,2583.37,2584.46,318.31241
2021-06-15 03:15:00,2584.46,2586.64,2584.02,2585.19,249.53501
2021-06-15 03:16:00,2585.35,2585.35,2583.23,2583.72,143.8934
2021-06-15 03:17:00,2583.73,2586.87,2583.58,2585.31,191.09789
2021-06-15 03:18:00,2585.29,2588.62,2584.77,2588.62,486.06084
2021-06-15 03:19:00,2588.25,2588.25,2584.96,2584.98,627.36383
2021-06-15 03:20:00,2584.99,2584.99,2582.17,2582.62,424.8956
2021-06-15 03:21:00,2582.61,2585.0,2582.6,2584.34,214.20157
2021-06-15 03:22:00,2584.36,2584.96,2583.85,2583.95,89.51398
2021-06-15 03:23:00,2583.95,2586.43,2583.95,2585.77,747.37146
2021-06-15 03:24:00,2585.68,2586.0,2585.2,2586.0,407.8861
2021-06-15 03:25:00,2585.99,2586.65,2584.23,2585.0,580.1654
2021-06-15 03:26:00,2585.0,2585.0,2583.01,2584.97,315.39422
2021-06-15 03:27:00,2584.96,2584.97,2583.56,2584.72,199.55627
2021-06-15 03:28:00,2584.86,2585.0,2583.86,2585.0,273.81367
2021-06-15 03:29:00,2584.99,2585.0,2583.58,2584.86,48.57704
2021-06-15 03:30:00,2584.85,2589.18,2584.85,2588.96,536.02335
2021-06-15 03:31:00,2588.96,2591.0,2588.96,2589.56,467.06048
2021-06-15 03:32:00,2589.8,2590.0,2586.72,2587.2,427.11043
2021-06-15 03:33:00,2586.9,2590.0,2586.9,2589.44,290.97939
2021-06-15 03:34:00,2589.42,2592.0,2588.88,2590.34,1151.10931
2021-06-15 03:35:00,2590.34,2590.35,2587.16,2587.61,213.42615
2021-06-15 03:36:00,2587.61,2587.61,2586.14,2586.51,101.39727
2021-06-15 03:37:00,2586.51,2586.97,2585.73,2586.73,127.51954
2021-06-15 03:38:00,2586.74,2586.74,2585.0,2586.34,176.59923
2021-06-15 03:39:00,2586.66,2587.98,2585.48,2585.97,176.78163
2021-06-15 03:40:00,2586.41,2587.0,2584.99,2584.99,341.81163
2021-06-15 03:41:00,2584.99,2586.78,2584.24,2584.59,357.74526
2021-06-15 03:42:00,2584.6,2585.0,2583.25,2584.7,218.63171
2021-06-15 03:43:00,2584.7,2585.86,2583.41,2584.82,124.49978
2021-06-15 03:44:00,2585.07,2587.51,2584.96,2586.5,262.75409
2021-06-15 03:45:00,2586.51,2589.32,2586.51,2589.08,121.70538
2021-06-15 03:46:00,2589.07,2589.37,2587.43,2588.8,131.48301
2021-06-15 03:47:00,2588.81,2590.71,2588.75,2590.33,147.00333
2021-06-15 03:48:00,2590.43,2591.44,2588.58,2588.58,347.22861
2021-06-15 03:49:00,2588.58,2591.52,2588.58,2590.4,91.36527
2021-06-15 03:50:00,2590.51,2593.79,2590.51,2593.28,110.78775
2021-06-15 03:51:00,2593.46,2595.3,2593.44,2594.87,164.95031
2021-06-15 03:52:00,2594.82,2595.0,2593.61,2594.38,190.73096
2021-06-15 03:53:00,2594.25,2597.1,2593.78,2593.78,432.76052
2021-06-15 03:54:00,2593.75,2593.75,2590.11,2590.64,313.63838
2021-06-15 03:55:00,2590.64,2591.98,2588.0,2588.28,241.88804
2021-06-15 03:56:00,2588.64,2588.89,2583.74,2584.06,479.04609
2021-06-15 03:57:00,2584.05,2585.56,2583.0,2585.46,271.39827
2021-06-15 03:58:00,2585.45,2586.17,2583.03,2585.1,326.45394
2021-06-15 03:59:00,2584.59,2587.58,2584.09,2586.82,180.61335
2021-06-15 04:00:00,2586.83,2589.0,2586.65,2587.19,216.83599
2021-06-15 04:01:00,2587.19,2587.2,2582.0,2582.94,342.64701
2021-06-15 04:02:00,2582.93,2590.0,2581.12,2590.0,2199.77618
2021-06-15 04:03:00,2590.0,2595.0,2589.99,2594.49,411.67449
2021-06-15 04:04:00,2594.49,2595.47,2590.28,2594.04,1050.47894
2021-06-15 04:05:00,2594.04,2596.69,2593.37,2594.95,668.17183
2021-06-15 04:06:00,2594.94,2594.94,2591.58,2592.02,354.61194
2021-06-15 04:07:00,2592.02,2593.15,2588.08,2588.88,300.18773
2021-06-15 04:08:00,2588.68,2588.71,2586.54,2588.2,266.71297
2021-06-15 04:09:00,2588.2,2590.67,2587.07,2587.18,127.1734
2021-06-15 04:10:00,2587.18,2589.77,2586.09,2589.23,555.02829
2021-06-15 04:11:00,2589.24,2591.03,2588.87,2590.0,1000.60874
2021-06-15 04:12:00,2590.0,2592.99,2589.99,2591.23,789.45356
2021-06-15 04:13:00,2591.24,2591.24,2587.46,2589.43,220.83604
2021-06-15 04:14:00,2589.42,2593.83,2589.23,2592.51,221.41207
2021-06-15 04:15:00,2592.53,2594.76,2591.4,2591.4,286.6312
2021-06-15 04:16:00,2591.64,2591.74,2589.26,2590.57,225.57307
2021-06-15 04:17:00,2590.58,2591.42,2589.0,2591.32,220.64383
2021-06-15 04:18:00,2591.33,2591.57,2589.5,2590.14,181.62313
2021-06-15 04:19:00,2590.12,2592.7,2590.1,2591.38,269.9007
2021-06-15 04:20:00,2591.38,2600.0,2591.37,2598.76,1496.3861
2021-06-15 04:21:00,2598.77,2601.0,2597.78,2600.99,450.93791
2021-06-15 04:22:00,2600.99,2605.88,2600.24,2605.33,1146.71182
2021-06-15 04:23:00,2605.59,2605.59,2603.04,2603.28,981.3084
2021-06-15 04:24:00,2603.28,2603.96,2600.48,2603.95,514.20226
2021-06-15 04:25:00,2603.98,2607.5,2603.98,2607.22,387.60115
2021-06-15 04:26:00,2607.22,2607.22,2602.01,2603.45,394.29278
2021-06-15 04:27:00,2603.45,2606.19,2603.44,2604.0,509.19501
2021-06-15 04:28:00,2604.0,2604.0,2600.69,2602.34,478.1114
2021-06-15 04:29:00,2602.34,2603.95,2602.09,2602.96,544.84561
2021-06-15 04:30:00,2602.96,2608.72,2602.96,2608.56,322.86738
2021-06-15 04:31:00,2608.56,2608.89,2605.85,2608.56,223.25793
2021-06-15 04:32:00,2608.57,2609.0,2607.52,2608.17,290.70824
2021-06-15 04:33:00,2608.17,2610.33,2608.16,2609.01,494.92006
2021-06-15 04:34:00,2609.02,2610.33,2609.01,2609.69,192.14403
2021-06-15 04:35:00,2609.67,2615.0,2607.0,2615.0,2078.01459
2021-06-15 04:36:00,2615.0,2617.0,2613.96,2614.11,1127.10151
2021-06-15 04:37:00,2614.47,2616.83,2614.17,2616.01,344.7247
2021-06-15 04:38:00,2616.01,2616.8,2613.89,2615.53,560.74484
2021-06-15 04:39:00,2615.7,2618.0,2615.59,2616.96,332.03361
2021-06-15 04:40:00,2616.96,2617.86,2615.0,2615.01,385.19012
2021-06-15 04:41:00,2615.01,2617.27,2614.52,2616.87,198.47873
2021-06-15 04:42:00,2616.87,2622.88,2615.4,2622.42,2884.33892
2021-06-15 04:43:00,2622.42,2631.02,2621.86,2625.68,2757.6254
2021-06-15 04:44:00,2625.91,2631.0,2625.67,2629.0,2837.09287
2021-06-15 04:45:00,2629.01,2630.51,2623.73,2624.21,1826.36632
2021-06-15 04:46:00,2624.22,2625.0,2619.26,2622.82,887.83282
2021-06-15 04:47:00,2622.99,2626.65,2622.99,2626.26,846.95394
2021-06-15 04:48:00,2625.98,2626.57,2620.13,2621.81,1877.83327
2021-06-15 04:49:00,2621.81,2627.0,2621.8,2627.0,1175.36949
2021-06-15 04:50:00,2627.0,2637.52,2626.99,2634.76,2832.10307
2021-06-15 04:51:00,2634.76,2638.0,2632.54,2632.59,1755.48357
2021-06-15 04:52:00,2632.5,2634.66,2631.07,2634.26,467.44569
2021-06-15 04:53:00,2634.26,2634.27,2630.66,2633.92,501.87413
2021-06-15 04:54:00,2633.91,2639.0,2633.8,2638.99,1075.50319
2021-06-15 04:55:00,2638.99,2640.0,2635.52,2637.46,1570.38397
2021-06-15 04:56:00,2637.45,2640.0,2634.36,2635.04,554.8236
2021-06-15 04:57:00,2635.04,2637.85,2634.18,2637.04,673.33985
2021-06-15 04:58:00,2637.04,2637.29,2633.0,2633.75,450.199
2021-06-15 04:59:00,2633.59,2634.92,2632.3,2633.22,475.10939
2021-06-15 05:00:00,2633.05,2638.0,2633.05,2635.37,875.4452
2021-06-15 05:01:00,2635.37,2636.5,2630.02,2631.03,680.16514
2021-06-15 05:02:00,2631.12,2631.13,2625.81,2629.88,666.13128
2021-06-15 05:03:00,2629.88,2629.98,2625.97,2626.56,503.53194
2021-06-15 05:04:00,2626.56,2628.97,2626.56,2627.53,275.79689
2021-06-15 05:05:00,2627.44,2631.83,2627.27,2630.35,569.79582
2021-06-15 05:06:00,2630.1,2630.82,2628.0,2630.54,219.44752
2021-06-15 05:07:00,2630.52,2631.69,2630.19,2630.67,315.57201
2021-06-15 05:08:00,2630.66,2630.67,2626.22,2626.64,313.24438
2021-06-15 05:09:00,2626.65,2627.98,2624.05,2625.03,700.22548
2021-06-15 05:10:00,2625.19,2626.95,2622.29,2622.61,262.17311
2021-06-15 05:11:00,2622.56,2622.56,2614.43,2619.07,1261.82121
2021-06-15 05:12:00,2619.54,2621.85,2616.11,2618.87,521.8661
2021-06-15 05:13:00,2618.87,2620.21,2617.41,2619.39,340.98093
2021-06-15 05:14:00,2619.32,2621.24,2618.52,2620.2,207.6913
2021-06-15 05:15:00,2620.09,2621.26,2617.2,2617.82,300.2993
2021-06-15 05:16:00,2618.21,2618.21,2613.07,2614.89,525.17141
2021-06-15 05:17:00,2614.77,2616.72,2613.0,2616.02,978.87504
2021-06-15 05:18:00,2616.02,2616.02,2612.85,2614.97,729.40853
2021-06-15 05:19:00,2614.87,2615.13,2611.92,2612.75,422.97272
2021-06-15 05:20:00,2613.09,2614.54,2612.74,2613.16,222.7493
2021-06-15 05:21:00,2613.16,2615.0,2611.67,2613.57,422.44192
2021-06-15 05:22:00,2613.57,2616.31,2613.57,2615.91,111.18471
2021-06-15 05:23:00,2615.92,2616.89,2614.0,2616.03,490.07167
2021-06-15 05:24:00,2616.04,2618.75,2616.03,2618.53,233.95419
2021-06-15 05:25:00,2618.51,2618.9,2615.92,2617.07,174.51542
2021-06-15 05:26:00,2617.07,2619.32,2617.07,2618.73,281.03464
2021-06-15 05:27:00,2618.56,2621.12,2618.56,2620.57,210.52719
2021-06-15 05:28:00,2620.57,2620.99,2619.12,2620.88,274.29941
2021-06-15 05:29:00,2620.88,2620.88,2619.17,2620.14,291.16059
2021-06-15 05:30:00,2620.15,2621.21,2617.46,2617.79,381.29369
2021-06-15 05:31:00,2617.71,2624.25,2617.65,2623.54,300.37946
2021-06-15 05:32:00,2623.54,2624.92,2622.9,2624.03,193.39762
2021-06-15 05:33:00,2624.02,2624.02,2621.84,2623.03,255.33294
2021-06-15 05:34:00,2623.29,2626.0,2623.03,2625.57,430.12186
2021-06-15 05:35:00,2625.58,2627.21,2624.45,2625.66,1100.05574
2021-06-15 05:36:00,2625.65,2625.66,2620.0,2620.17,694.24156
2021-06-15 05:37:00,2620.22,2622.42,2615.95,2616.29,744.58315
2021-06-15 05:38:00,2616.28,2617.43,2614.35,2615.36,436.90065
2021-06-15 05:39:00,2615.36,2617.38,2614.46,2616.65,325.03835
2021-06-15 05:40:00,2616.64,2617.01,2614.21,2614.36,182.02283
2021-06-15 05:41:00,2614.36,2618.28,2614.36,2614.72,274.23355
2021-06-15 05:42:00,2614.73,2616.99,2614.73,2616.67,147.1568
2021-06-15 05:43:00,2616.67,2619.0,2616.36,2616.73,152.68415
2021-06-15 05:44:00,2616.45,2617.85,2616.01,2617.73,392.03119
2021-06-15 05:45:00,2617.74,2617.82,2615.04,2615.07,324.46519
2021-06-15 05:46:00,2615.09,2617.76,2615.05,2617.32,111.5013
2021-06-15 05:47:00,2617.31,2618.83,2617.08,2618.2,239.0332
2021-06-15 05:48:00,2618.19,2618.25,2615.0,2615.0,259.19283
2021-06-15 05:49:00,2615.01,2615.7,2612.29,2612.45,226.09654
2021-06-15 05:50:00,2612.46,2616.22,2611.55,2616.22,322.93858
2021-06-15 05:51:00,2616.22,2617.23,2615.37,2616.59,260.64186
2021-06-15 05:52:00,2616.6,2618.08,2616.6,2617.96,59.94698
2021-06-15 05:53:00,2617.96,2618.7,2616.25,2617.94,107.95237
2021-06-15 05:54:00,2617.94,2622.64,2617.94,2621.99,489.7905
2021-06-15 05:55:00,2621.99,2624.96,2621.99,2622.87,295.19416
2021-06-15 05:56:00,2622.88,2623.4,2621.65,2622.56,164.95853
2021-06-15 05:57:00,2622.56,2623.9,2622.55,2622.57,90.78878
2021-06-15 05:58:00,2622.6,2622.6,2619.05,2621.49,458.74725
2021-06-15 05:59:00,2621.5,2622.39,2620.0,2620.57,522.56689
2021-06-15 06:00:00,2620.57,2620.58,2617.0,2618.44,400.37946
2021-06-15 06:01:00,2618.24,2618.27,2615.0,2616.41,232.78222
2021-06-15 06:02:00,2616.44,2616.99,2615.23,2616.99,175.83805
2021-06-15 06:03:00,2616.9,2620.87,2616.37,2620.87,244.35835
2021-06-15 06:04:00,2620.87,2624.24,2620.43,2624.24,210.23127
2021-06-15 06:05:00,2624.24,2625.71,2622.78,2625.55,352.25355
